ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Sum.f64,SumSQ.f64
Dimm0,bankREADsRecvd_15,,Accumulator,1355444750,0,1024,1024,1024,0,0
Dimm0,bankWRITEsRecvd_15,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_15,,Accumulator,1355444750,0,1024,1024,1024,0,0
Dimm0,bankRowHits_15,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_16,,Accumulator,1355444750,0,1088,1088,1088,0,0
Dimm0,bankREADsRecvd_16,,Accumulator,1355444750,0,1088,1088,1088,0,0
Dimm0,bankWRITEsRecvd_16,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_16,,Accumulator,1355444750,0,1088,1088,1088,0,0
Dimm0,bankRowHits_16,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_17,,Accumulator,1355444750,0,1152,1152,1152,0,0
Dimm0,bankREADsRecvd_17,,Accumulator,1355444750,0,1152,1152,1152,0,0
Dimm0,bankWRITEsRecvd_17,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_17,,Accumulator,1355444750,0,1152,1152,1152,0,0
Dimm0,bankRowHits_17,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_18,,Accumulator,1355444750,0,960,960,960,0,0
Dimm0,bankREADsRecvd_18,,Accumulator,1355444750,0,960,960,960,0,0
Dimm0,bankWRITEsRecvd_18,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_18,,Accumulator,1355444750,0,960,960,960,0,0
Dimm0,bankRowHits_18,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_19,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankREADsRecvd_19,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankWRITEsRecvd_19,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_19,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankRowHits_19,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_20,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankREADsRecvd_20,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankWRITEsRecvd_20,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_20,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankRowHits_20,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_21,,Accumulator,1355444750,0,576,576,576,0,0
Dimm0,bankREADsRecvd_21,,Accumulator,1355444750,0,576,576,576,0,0
Dimm0,bankWRITEsRecvd_21,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_21,,Accumulator,1355444750,0,576,576,576,0,0
Dimm0,bankRowHits_21,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_22,,Accumulator,1355444750,0,448,448,448,0,0
Dimm0,bankREADsRecvd_22,,Accumulator,1355444750,0,448,448,448,0,0
Dimm0,bankWRITEsRecvd_22,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_22,,Accumulator,1355444750,0,448,448,448,0,0
Dimm0,bankRowHits_22,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_23,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankREADsRecvd_23,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankWRITEsRecvd_23,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_23,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankRowHits_23,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_24,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankREADsRecvd_24,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankWRITEsRecvd_24,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_24,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankRowHits_24,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_25,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankREADsRecvd_25,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankWRITEsRecvd_25,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_25,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankRowHits_25,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_26,,Accumulator,1355444750,0,1088,1088,1088,0,0
Dimm0,bankREADsRecvd_26,,Accumulator,1355444750,0,1088,1088,1088,0,0
Dimm0,bankWRITEsRecvd_26,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_26,,Accumulator,1355444750,0,1088,1088,1088,0,0
Dimm0,bankRowHits_26,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_27,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankREADsRecvd_27,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankWRITEsRecvd_27,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_27,,Accumulator,1355444750,0,640,640,640,0,0
Dimm0,bankRowHits_27,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_28,,Accumulator,1355444750,0,512,512,512,0,0
Dimm0,bankREADsRecvd_28,,Accumulator,1355444750,0,512,512,512,0,0
Dimm0,bankWRITEsRecvd_28,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_28,,Accumulator,1355444750,0,512,512,512,0,0
Dimm0,bankRowHits_28,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_29,,Accumulator,1355444750,0,768,768,768,0,0
Dimm0,bankREADsRecvd_29,,Accumulator,1355444750,0,768,768,768,0,0
Dimm0,bankWRITEsRecvd_29,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_29,,Accumulator,1355444750,0,768,768,768,0,0
Dimm0,bankRowHits_29,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_30,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankREADsRecvd_30,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankWRITEsRecvd_30,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_30,,Accumulator,1355444750,0,704,704,704,0,0
Dimm0,bankRowHits_30,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankACTsRecvd_31,,Accumulator,1355444750,0,832,832,832,0,0
Dimm0,bankREADsRecvd_31,,Accumulator,1355444750,0,832,832,832,0,0
Dimm0,bankWRITEsRecvd_31,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,bankPREsRecvd_31,,Accumulator,1355444750,0,832,832,832,0,0
Dimm0,bankRowHits_31,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,actCmdsRecvd,,Accumulator,1355444750,0,24986,24986,24986,0,0
Dimm0,readCmdsRecvd,,Accumulator,1355444750,0,24986,24986,24986,0,0
Dimm0,readACmdsRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,writeCmdsRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,writeACmdsRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,preCmdsRecvd,,Accumulator,1355444750,0,24984,24984,24984,0,0
Dimm0,refCmdsRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,actCmdsMetaRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,readCmdsMetaRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,writeCmdsMetaRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,preCmdsMetaRecvd,,Accumulator,1355444750,0,0,0,0,0,0
Dimm0,actprePower,,Accumulator,1355444750,0,0,0,1,-7.432513,55.242253
Dimm0,readPower,,Accumulator,1355444750,0,0,0,1,33.977204,1154.450378
Dimm0,writePower,,Accumulator,1355444750,0,0,0,1,0.000000,0.000000
Dimm0,refPower,,Accumulator,1355444750,0,0,0,1,0.000000,0.000000
Dimm0,totalPower,,Accumulator,1355444750,0,0,0,1,698.544691,487964.684682
Dimm0,totalEnergy,,Accumulator,1355444750,0,0,0,1,946838209.525024,896502595016553984.000000
A0,tlb_hits,,Accumulator,1355444750,0,0,0,0,0,0
A0,tlb_evicts,,Accumulator,1355444750,0,95911,95911,95911,0,0
A0,tlb_translate_queries,,Accumulator,1355444750,0,100399,100399,100399,0,0
A0,tlb_shootdown,,Accumulator,1355444750,0,0,0,0,0,0
A0,tlb_page_allocs,,Accumulator,1355444750,0,392,392,392,0,0
A0,read_requests,0,Accumulator,1355444750,0,100007,100007,100007,0,0
A0,write_requests,0,Accumulator,1355444750,0,0,0,0,0,0
A0,read_request_sizes,0,Accumulator,1355444750,0,800056,6400448,100007,0,0
A0,write_request_sizes,0,Accumulator,1355444750,0,0,0,0,0,0
A0,split_read_requests,0,Accumulator,1355444750,0,0,0,0,0,0
A0,split_write_requests,0,Accumulator,1355444750,0,0,0,0,0,0
A0,no_ops,0,Accumulator,1355444750,0,900059,900059,900059,0,0
A0,instruction_count,0,Accumulator,1355444750,0,1000066,1000066,1000066,0,0
A0,memory_queue_full,0,Accumulator,1355444750,0,5171743,5171743,5171743,0,0
A0,cycles,0,Accumulator,1355444750,0,5421759,5421759,5421759,0,0
A0,fp_sp_ins,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_dp_ins,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_sp_simd_ins,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_dp_simd_ins,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_sp_scalar_ins,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_dp_scalar_ins,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_sp_ops,0,Accumulator,1355444750,0,0,0,0,0,0
A0,fp_dp_ops,0,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,TotalEventsReceived,,Accumulator,1355444750,0,133141,133141,133141,0,0
l1cache_0,TotalEventsReplayed,,Accumulator,1355444750,0,74957,74957,74957,0,0
l1cache_0,TotalNoncacheableEventsReceived,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,CacheHits,,Accumulator,1355444750,0,74957,74957,74957,0,0
l1cache_0,GetSHit_Arrival,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetXHit_Arrival,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSXHit_Arrival,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSHit_Blocked,,Accumulator,1355444750,0,74957,74957,74957,0,0
l1cache_0,GetXHit_Blocked,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSXHit_Blocked,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,CacheMisses,,Accumulator,1355444750,0,25002,25002,25002,0,0
l1cache_0,GetSMiss_Arrival,,Accumulator,1355444750,0,25002,25002,25002,0,0
l1cache_0,GetXMiss_Arrival,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSXMiss_Arrival,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSMiss_Blocked,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetXMiss_Blocked,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSXMiss_Blocked,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetS_recv,,Accumulator,1355444750,0,100006,100006,100006,0,0
l1cache_0,GetX_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSX_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetSResp_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,GetXResp_recv,,Accumulator,1355444750,0,24986,24986,24986,0,0
l1cache_0,PutS_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,PutM_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,PutE_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,FetchInv_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,FetchInvX_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,Inv_recv,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,NACK_recv,,Accumulator,1355444750,0,8149,8149,8149,0,0
l1cache_0,MSHR_occupancy,,Accumulator,1355444750,0,346437185,22138255975,5421779,0,0
l1cache_0,evict_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_E,,Accumulator,1355444750,0,24490,24490,24490,0,0
l1cache_0,evict_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_IB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_SB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetS_IS,,Accumulator,1355444750,0,86662021,496331905441,24986,0,0
l1cache_0,latency_GetS_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetX_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetX_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetX_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetSX_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetSX_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,latency_GetSX_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,EventStalledForLockedCacheline,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,evict_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetS_I,,Accumulator,1355444750,0,25002,25002,25002,0,0
l1cache_0,stateEvent_GetS_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetS_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetX_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetX_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetX_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSX_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSX_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSX_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSResp_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetXResp_IS,,Accumulator,1355444750,0,24986,24986,24986,0,0
l1cache_0,stateEvent_GetXResp_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_GetXResp_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_SB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_IB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_SB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_IB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_IB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_SB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_SB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_IB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_I,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_S,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_M,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_IS,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_IM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_SM,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_IB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_SB,,Accumulator,1355444750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_I,,Accumulator,1355444750,0,0,0,0,0,0
